outliers,auc,trials,sigma
350,0.8577775292967145,0,0.5
350,0.857722407861724,1,0.5
350,0.8577841557299426,2,0.5
350,0.8580892100665148,3,0.5
350,0.8578375918393416,4,0.5
350,0.8578851626203041,5,0.5
350,0.8577700227586839,6,0.5
350,0.8580370132588951,7,0.5
350,0.8580349233186324,8,0.5
350,0.8568381612528738,9,0.5
375,0.857857305038802,0,0.5
375,0.8577613755062576,1,0.5
375,0.8578498651620384,2,0.5
375,0.8576370662262033,3,0.5
375,0.8579115202611012,4,0.5
375,0.8579648077169012,5,0.5
375,0.8575548750563985,6,0.5
375,0.8577053665427531,7,0.5
375,0.8580969221393674,8,0.5
375,0.8578900754537276,9,0.5
400,0.8579529787910979,0,0.5
400,0.8577684452938301,1,0.5
400,0.8578359153925824,2,0.5
400,0.8579001083896493,3,0.5
400,0.8580061740911203,4,0.5
400,0.8575996781027743,5,0.5
400,0.8578222626831046,6,0.5
400,0.8577920492303786,7,0.5
400,0.8576997924750843,8,0.5
400,0.8575742705602066,9,0.5
425,0.8578015157353812,0,0.5
425,0.8579422313097423,1,0.5
425,0.8573444529895907,2,0.5
425,0.8575460532605339,3,0.5
425,0.8577955584073312,4,0.5
425,0.8579307264465713,5,0.5
425,0.857755825988214,6,0.5
425,0.8577786656567067,7,0.5
425,0.8578635066282937,8,0.5
425,0.8573129075967916,9,0.5
450,0.8574927414352864,0,0.5
450,0.8579121530688371,1,0.5
450,0.857400845670205,2,0.5
450,0.858002102578667,3,0.5
450,0.857150554099609,4,0.5
450,0.8578049627348844,5,0.5
450,0.8578865285187314,6,0.5
450,0.8578790336026517,7,0.5
450,0.8578559492640132,8,0.5
450,0.8577125426091082,9,0.5
475,0.8576792639515022,0,0.5
475,0.8577572288224421,1,0.5
475,0.8577556370096024,2,0.5
475,0.8576240984454774,3,0.5
475,0.8578352647154979,4,0.5
475,0.8579142265540973,5,0.5
475,0.8578406633986312,6,0.5
475,0.857792555852587,7,0.5
475,0.8575608192113253,8,0.5
475,0.8576051787391343,9,0.5
500,0.8578608297279666,0,0.5
500,0.8579937893595699,1,0.5
500,0.8579375161208691,2,0.5
500,0.8579863060676964,3,0.5
500,0.8578410578144015,4,0.5
500,0.8575310606259486,5,0.5
500,0.8577775386437185,6,0.5
500,0.8577022522589286,7,0.5
500,0.8576440201423795,8,0.5
500,0.8577007991974851,9,0.5
0,0.8572941778971043,0,1
0,0.858078845661333,1,1
0,0.857936433639996,2,1
0,0.857109021348615,3,1
0,0.8579546739489489,4,1
0,0.8580092475105271,5,1
0,0.8575978735210875,6,1
0,0.8573821013596797,7,1
0,0.856808121551158,8,1
0,0.8578359172633371,9,1
25,0.8570821448981449,0,1
25,0.8578783177676079,1,1
25,0.8576272784664727,2,1
25,0.8570913879622323,3,1
25,0.857330110454812,4,1
25,0.8574882891483576,5,1
25,0.8570511568796707,6,1
25,0.8584031974245657,7,1
25,0.8583003655018556,8,1
25,0.8582757205441796,9,1
50,0.8578256645263167,0,1
50,0.858104351439631,1,1
50,0.8578100093810923,2,1
50,0.857382161602717,3,1
50,0.8581219952700393,4,1
50,0.8577036689592709,5,1
50,0.8568172180507734,6,1
50,0.8580842557022735,7,1
50,0.857924541193467,8,1
50,0.8577479923962457,9,1
75,0.8578669524379469,0,1
75,0.8571990226379619,1,1
75,0.8576453247441004,2,1
75,0.8568957233601326,3,1
75,0.8583176229954849,4,1
75,0.8578754867601612,5,1
75,0.8575897237943096,6,1
75,0.8578185198313628,7,1
75,0.8581452772358227,8,1
75,0.8582098578683024,9,1
100,0.857581853585639,0,1
100,0.8568245351046307,1,1
100,0.8577869834313363,2,1
100,0.8572777157559046,3,1
100,0.8580391214454615,4,1
100,0.8577494725958799,5,1
100,0.8581857926888825,6,1
100,0.856993768319393,7,1
100,0.8579561559693775,8,1
100,0.857742798105305,9,1
125,0.8580863401532379,0,1
125,0.8571078768504853,1,1
125,0.8580071770842599,2,1
125,0.8580765684185316,3,1
125,0.8579748659640944,4,1
125,0.8578161721292179,5,1
125,0.8578095415106438,6,1
125,0.8575475819270236,7,1
125,0.8572369547252026,8,1
125,0.8579155612103743,9,1
150,0.8582638393007443,0,1
150,0.8580764360911665,1,1
150,0.8580765032486475,2,1
150,0.8577091021746522,3,1
150,0.8576296935115942,4,1
150,0.858110194847781,5,1
150,0.8577767043633803,6,1
150,0.8576100669997254,7,1
150,0.8579409572657218,8,1
150,0.8572449965264571,9,1
175,0.8576615536717537,0,1
175,0.8574869703101752,1,1
175,0.8580249040304533,2,1
175,0.8581095290686397,3,1
175,0.8579040611994324,4,1
175,0.8578927919620626,5,1
175,0.857686643761377,6,1
175,0.8562267824582017,7,1
175,0.8567202596968135,8,1
175,0.8577153515549305,9,1
200,0.8579748241323895,0,1
200,0.8574457102224753,1,1
200,0.8581217748505661,2,1
200,0.8578540236510445,3,1
200,0.8574965576206743,4,1
200,0.8580885149912401,5,1
200,0.8582351034042918,6,1
200,0.8579061593327884,7,1
200,0.8573457146704818,8,1
200,0.8581317859092307,9,1
225,0.8574647058887411,0,1
225,0.8577145844860613,1,1
225,0.8580769100820186,2,1
225,0.8574882374138054,3,1
225,0.8568938780474692,4,1
225,0.8575814303009721,5,1
225,0.8573017687528569,6,1
225,0.8574638804156793,7,1
225,0.8577088562206996,8,1
225,0.857646407709906,9,1
250,0.8578126071213267,0,1
250,0.856273047937522,1,1
250,0.8574786701628307,2,1
250,0.8580761682029059,3,1
250,0.8576609765181629,4,1
250,0.8580801983310368,5,1
250,0.8580548835987212,6,1
250,0.8579314878738451,7,1
250,0.8580684384170304,8,1
250,0.8581048404139259,9,1
275,0.858187775971151,0,1
275,0.8575904534933724,1,1
275,0.8566432836030191,2,1
275,0.8577255915977974,3,1
275,0.8576828521634873,4,1
275,0.8577658122769458,5,1
275,0.857888249104212,6,1
275,0.8575996706537606,7,1
275,0.8573205937702968,8,1
275,0.8580489430152788,9,1
300,0.8575495437418668,0,1
300,0.8577003226573915,1,1
300,0.8575682157453407,2,1
300,0.857049966029115,3,1
300,0.8570614786628157,4,1
300,0.8573217764129324,5,1
300,0.8562860665027577,6,1
300,0.8581944753979758,7,1
300,0.8576406574019363,8,1
300,0.8576637149438836,9,1
325,0.8581517069252281,0,1
325,0.8561302581276972,1,1
325,0.8575321955965736,2,1
325,0.8578063419029701,3,1
325,0.8576287344483109,4,1
325,0.8577346931559283,5,1
325,0.8579922693470926,6,1
325,0.8575790545523347,7,1
325,0.8569049427129528,8,1
325,0.8573922182038132,9,1
350,0.8581181020410836,0,1
350,0.8557767914192473,1,1
350,0.8573421430814278,2,1
350,0.8581492580790451,3,1
350,0.8582432950090276,4,1
350,0.8579322716597634,5,1
350,0.8567887664975838,6,1
350,0.8573214489236995,7,1
350,0.8580341238487061,8,1
350,0.857661260835962,9,1
375,0.8579572013908396,0,1
375,0.8578938819709179,1,1
375,0.8580620045711267,2,1
375,0.8568696402757856,3,1
375,0.8577681164202253,4,1
375,0.8580571362946366,5,1
375,0.8572692621823446,6,1
375,0.8578443420692093,7,1
375,0.8574811012366835,8,1
375,0.85767642342896,9,1
400,0.8571933838163636,0,1
400,0.8575509326953145,1,1
400,0.8580300483940986,2,1
400,0.8576447023246294,3,1
400,0.8574432995464228,4,1
400,0.858101232338549,5,1
400,0.856587531953048,6,1
400,0.8578891893555165,7,1
400,0.8579492661998758,8,1
400,0.8580608200266313,9,1
425,0.8551899374750642,0,1
425,0.8557699260114576,1,1
425,0.8569016967082113,2,1
425,0.8572663139550691,3,1
425,0.8579286068403111,4,1
425,0.8571998020892988,5,1
425,0.8574607465058529,6,1
425,0.8578606455392153,7,1
425,0.8578090715526798,8,1
425,0.8570755576637371,9,1
450,0.8565198240060866,0,1
450,0.8577414715165769,1,1
450,0.8580443863617409,2,1
450,0.8575367964268669,3,1
450,0.8560125823213423,4,1
450,0.8583901800764168,5,1
450,0.8574483234388199,6,1
450,0.8575110058142497,7,1
450,0.8574149806759578,8,1
450,0.857637243652164,9,1
475,0.8556602550283323,0,1
475,0.8580425065867733,1,1
475,0.8579681781516452,2,1
475,0.8581434451212625,3,1
475,0.857120617653944,4,1
475,0.8571254076149845,5,1
475,0.857845013930238,6,1
475,0.8577279203993253,7,1
475,0.8576174168842945,8,1
475,0.8580672166273065,9,1
500,0.8577026826694817,0,1
500,0.8570909657771658,1,1
500,0.8564052565360781,2,1
500,0.8575145022345196,3,1
500,0.8579848752475719,4,1
500,0.8570067226841264,5,1
500,0.8576443410314332,6,1
500,0.857103351402514,7,1
500,0.8573816150828945,8,1
500,0.8561347700571775,9,1
0,0.8500755278630896,0,2
0,0.8554105362885102,1,2
0,0.8525165388707414,2,2
0,0.8537254663056308,3,2
0,0.8567272154963145,4,2
0,0.8548271235249584,5,2
0,0.8529434356253406,6,2
0,0.8544945817934168,7,2
0,0.8562604844936256,8,2
0,0.8553876932756088,9,2
25,0.852086781457363,0,2
25,0.8576418790622483,1,2
25,0.8382301175986127,2,2
25,0.8572081047568758,3,2
25,0.8544993214455338,4,2
25,0.8538643613250129,5,2
25,0.8572335238699841,6,2
25,0.8576998900337778,7,2
25,0.857725687519098,8,2
25,0.8561026628031748,9,2
50,0.8580938190708847,0,2
50,0.8546451707641702,1,2
50,0.856605120012148,2,2
50,0.8520611418496812,3,2
50,0.8565322122096858,4,2
50,0.8570862620189448,5,2
50,0.8555789929994054,6,2
50,0.8563175209447783,7,2
50,0.8349393448472865,8,2
50,0.8573037893815629,9,2
75,0.8577975936542899,0,2
75,0.8575546123871695,1,2
75,0.8565725560098872,2,2
75,0.8574807589704546,3,2
75,0.8578420866047128,4,2
75,0.8566582174495263,5,2
75,0.8423173771182667,6,2
75,0.8552865150334372,7,2
75,0.8489666522391734,8,2
75,0.8572450303836023,9,2
100,0.8553949771256664,0,2
100,0.8535282302248348,1,2
100,0.8503422682679986,2,2
100,0.8573436555114506,3,2
100,0.85687051894255,4,2
100,0.8579636296949071,5,2
100,0.8564376470206888,6,2
100,0.856655488661222,7,2
100,0.8559342636060596,8,2
100,0.8538622334553937,9,2
125,0.8582494116650021,0,2
125,0.850274015833936,1,2
125,0.8558899781753152,2,2
125,0.847547806488767,3,2
125,0.8574005112633055,4,2
125,0.8572316379768683,5,2
125,0.857212099207389,6,2
125,0.8543477853812322,7,2
125,0.855444160345634,8,2
125,0.8564744825509502,9,2
150,0.8568302825344299,0,2
150,0.8567381502292822,1,2
150,0.8294331359600124,2,2
150,0.8575366136297393,3,2
150,0.8551144437760753,4,2
150,0.8548468244523464,5,2
150,0.8572913785527595,6,2
150,0.8389100552498017,7,2
150,0.8473026104918319,8,2
150,0.8565110985737474,9,2
175,0.8545418279315683,0,2
175,0.8438468781502855,1,2
175,0.849479853682918,2,2
175,0.8574096355504288,3,2
175,0.853599488222836,4,2
175,0.8551807538270983,5,2
175,0.846685084791302,6,2
175,0.845695388304947,7,2
175,0.8536853731657608,8,2
175,0.8516474125838612,9,2
200,0.8563405717969411,0,2
200,0.8514012871693352,1,2
200,0.858218899852052,2,2
200,0.8538360732557622,3,2
200,0.8544071838045136,4,2
200,0.8575125884103025,5,2
200,0.8551816924453604,6,2
200,0.840780749825995,7,2
200,0.8546199306173982,8,2
200,0.8577971553626513,9,2
225,0.8334223116363332,0,2
225,0.856547131514815,1,2
225,0.8138574995022191,2,2
225,0.8518504967550129,3,2
225,0.8516136693762023,4,2
225,0.8549858739364637,5,2
225,0.8280075229311804,6,2
225,0.8559545132639125,7,2
225,0.848551569446113,8,2
225,0.850831144338524,9,2
250,0.8530335954277822,0,2
250,0.8565675938673811,1,2
250,0.8528339993410194,2,2
250,0.8559955970236407,3,2
250,0.8524908074826251,4,2
250,0.853105302012698,5,2
250,0.8556228782058212,6,2
250,0.8541925652144272,7,2
250,0.8562314169999511,8,2
250,0.8430715988305674,9,2
275,0.839070249972685,0,2
275,0.8562237968475819,1,2
275,0.8431611223161581,2,2
275,0.8525925013823249,3,2
275,0.8571776121691209,4,2
275,0.8463990327495395,5,2
275,0.8388568465645685,6,2
275,0.8566612640614455,7,2
275,0.8572552726680552,8,2
275,0.8510925511842541,9,2
300,0.8575478279575279,0,2
300,0.8548710670603046,1,2
300,0.8527917555978641,2,2
300,0.8538544760028812,3,2
300,0.8461813616081141,4,2
300,0.8528546518649485,5,2
300,0.8552380230868,6,2
300,0.8544349081018386,7,2
300,0.8574613034769539,8,2
300,0.8452038052610042,9,2
325,0.8551088803050515,0,2
325,0.8549095771585129,1,2
325,0.8573184710052848,2,2
325,0.8526652102225858,3,2
325,0.8571879395200491,4,2
325,0.8536576020262417,5,2
325,0.855095348841844,6,2
325,0.8559448568690942,7,2
325,0.8568131810792715,8,2
325,0.854478687944059,9,2
350,0.8537968865203645,0,2
350,0.8473859983898888,1,2
350,0.8535207683415627,2,2
350,0.8555285928317901,3,2
350,0.844844995385451,4,2
350,0.8378728413407311,5,2
350,0.855663022987899,6,2
350,0.8524421961122852,7,2
350,0.8573174580906021,8,2
350,0.8556251803993774,9,2
375,0.8467327764805808,0,2
375,0.848969292506683,1,2
375,0.8566155502995446,2,2
375,0.8493009908468208,3,2
375,0.8488052235727845,4,2
375,0.8456858600843804,5,2
375,0.8406007834983297,6,2
375,0.8181871462966779,7,2
375,0.8529769387486849,8,2
375,0.8550064891926011,9,2
400,0.8527227110592458,0,2
400,0.8528897261934998,1,2
400,0.8555064622671371,2,2
400,0.85295959269542,3,2
400,0.8548711561997973,4,2
400,0.8450810353419107,5,2
400,0.8406113188988334,6,2
400,0.8543092307844308,7,2
400,0.853383230605274,8,2
400,0.8553590307497088,9,2
425,0.8361678097078968,0,2
425,0.854299420537933,1,2
425,0.8248738163626284,2,2
425,0.8551158568198405,3,2
425,0.8574741330663174,4,2
425,0.8556284604664224,5,2
425,0.854087548247401,6,2
425,0.8554806251638174,7,2
425,0.8564927611106141,8,2
425,0.8458899899833595,9,2
450,0.8493466667858914,0,2
450,0.8576158687879356,1,2
450,0.8491509060423461,2,2
450,0.8491904554135704,3,2
450,0.8565692100430612,4,2
450,0.8536539845021672,5,2
450,0.8530131363666027,6,2
450,0.857054712472548,7,2
450,0.8573064160994773,8,2
450,0.8389467628618962,9,2
475,0.8566299757936212,0,2
475,0.8547953089889396,1,2
475,0.8510131444963827,2,2
475,0.8463841033035283,3,2
475,0.8459973554947571,4,2
475,0.7917684966194672,5,2
475,0.8545091100503923,6,2
475,0.8552001220794202,7,2
475,0.8542588668541453,8,2
475,0.8422852624499001,9,2
500,0.8493881559098502,0,2
500,0.8232448354864268,1,2
500,0.8497121860939384,2,2
500,0.8561045472893566,3,2
500,0.8493713697977183,4,2
500,0.8565376074007861,5,2
500,0.8519996668937496,6,2
500,0.8537744715263894,7,2
500,0.8463130010795318,8,2
500,0.8523420174746867,9,2
